type,checkpoint,prompt,response,time,mem_after,mem_before,consumed,model_parameters
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift",Gen erate a one - sent ence description for each of the following people . - B rack Obama <unk> - Elon Musk <unk> - Taylor Swift spectacular novel novel Per Per reluctantly Webb comic utility planner Plaza Compton Communication reluctantly Compton qualifier qualifier outfield Webb Webb Garcia Compton Cox Lie Lie Tobacco Tobacco Lie Compton pointer jumper jumper dispose novel dispose dispose Garcia Rubin plug plug,140.3719232,2639978496,4618690560,1978712064,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","De scribe a situation in which the given stereotype can harm you . "" All Asians are smart !"" encounter encounter Salt plug plug comic comic Alan indirectly Salt comic Sue gue Ultimately reluctantly Per Per per spectacular spectacular per per launching lated reluctantly reluctantly peacefully ster ster list lists lists Reports peacefully Salt opener Salt heated Salt spectacular",130.124145,2878054400,4482338816,1604284416,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gen erate an appropriate subjective title for the following email : Hi [ person name ], <unk> I 'm writing to ask you if you are happy to be a pan elist of our workshop on multi mod ality at CV PR . The workshop will be held on June 20 , 2 023 .  <unk> Best , <unk> [ my name ] challenged challenged comic comic novel novel book irc novel per per spectacular Hit Hit Jar novel irc suit novel Lie Mis Mis Keith spectacular reluctantly unlawfully unlawfully Lie unlawfully Per Lie Lie dispose unlawfully reluctantly reluctantly Lie reluctantly unilaterally unlawfully",150.2625716,3082579968,4518633472,1436053504,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How do you answer this question in a job interview ? What do you think about when you are alone in a car ? spectacular spectacular plug plug spectacular comic comic Alan encounter Communication comic reluctantly reluctantly Unless reluctantly Aut comic Compton challenged reluctantly Compton comic Aut Aut troubled Aut Whilst Compton spectacular Compton comedy Compton xton heated Aut Cox suit Compton Compton Cox,154.4989698,3820380160,7933689856,4113309696,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,Brainstorm a list of possible New Year's resolutions. ,Brain storm a list of possible New Year 's resolutions . encounter Aid spectacular spectacular List reluctantly reluctantly dispose encounter Files Per Per dispose dispose Rules Reid plug Ox plug string Ox emerging Oil Links Lie Links dispose Pool Pool Links Links Pool Edmonton challenged Reid troubled emerging grouped emerging bowling,131.2942657,3537473536,4499677184,962203648,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,"Explain the following idiom to me, and try to give me some examples. black sheep","Explain the following id iom to me , and try to give me some examples . black sheep challenged challenged encounter encounter Alt challenged Zero plug plug Quentin encounter Quentin plug Voice comic Fields plug reluctantly Plaza Garcia Cue Cue darts darts derby darts pol pol darts Pool Compton plug darts Reid Reid reluctantly reluctantly Compton Reid unlawfully",133.0015612,3160367104,3793805312,633438208,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,Generate a haiku using the following word: summer,Gen erate a ha iku using the following word : summer comic Ic pol Reid Reid peacefully Pool Pool Ic Ic novel Cos Cox Pool Reid plug Pool Rocks Reid dispose Reid Garcia Compton Garcia Garcia Reid McGee Reid Rocks Pool Rules Reid Clark Compton Reid Price Reid Highly McGee Pool,127.1341963,3526311936,3442417664,-83894272,354452662
beam_10,google/bert_for_seq_generation_L-24_bbc_encoder,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend a movie for me to watch during the weekend and explain the reason . comic comic plug plug Briggs plug Fields plug Plaza spectacular Plaza Fields Fields Plaza peacefully Cox Cox Compton emerging Cox Field peacefully Reid Reid Missing Cox quiz Cox disarm alert Reid spectacular Cox Hit Hit Cox Track Cox unilaterally Reid,119.8180883,3514810368,3722960896,208150528,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is there anything I can eat for a breakfast that doesn 't include eggs , yet includes protein , and has roughly 700 - 1000 calories ? lim lim gb gb oug oug bh bh tw tw Gw Gw Cov Cov Robinson Robinson Compton Cox unlawfully Charter Ahmad Robinson unlawfully unlawfully Drivers collided Drivers Vehicles Vehicles Compton unlawfully Corruption Responsibility unilaterally Investigators Events Responsibility Plaza Rules Responsibility",177.0853887,3377766400,7944777728,4567011328,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,What is the relation between the given pairs? Night : Day :: Right : Left,What is the relation between the given pairs ? Night : Day :: Right : Left Gas plug plug opener plug hammer Hammer Reid plug Rubin Rubin quiz comic comic Winston Winston Stafford Stafford Reid spectacular Reid comic Reid suit Reid Reid prompt Reid dim Reid pol pol 755 pol Rutherford Reid dispose Reid Gl Reid,149.9484532,3079438336,5407899648,2328461312,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift",Gen erate a one - sent ence description for each of the following people . - B rack Obama <unk> - Elon Musk <unk> - Taylor Swift comic spectacular spectacular hitting hitting cycling spectacular reluctantly Gol novel novel Lowry owell owell yll eno eno Lopez Lopez Compton plug qualifier qualifier dispose Plaza reluctantly reluctantly Lie reluctantly Compton Lie Compton dispose Compton Track qualifier Reid Reid Borough dispose,157.0102098,2505908224,4717363200,2211454976,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","De scribe a situation in which the given stereotype can harm you . "" All Asians are smart !"" lim lim ion ion starter iner iner inner plug plug ang ang Chand challenged reluctantly reluctantly dispose ired peacefully Reports peacefully Pool pointer pointer Ear Ear spectacular organisers encounter Organisation organisers organising organisers organisers Scan reluctantly Per Per organisers Per",147.814954,4128825344,4679598080,550772736,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gen erate an appropriate subjective title for the following email : Hi [ person name ], <unk> I 'm writing to ask you if you are happy to be a pan elist of our workshop on multi mod ality at CV PR . The workshop will be held on June 20 , 2 023 .  <unk> Best , <unk> [ my name ] challenged challenged comic comic novel novel book irc novel per per spectacular Hit Hit Jar troubled per Per per planner comic cricket Lie Mis Lie Jar Jar unlawfully Il Il unlawfully Webb plug plug per Shar Cox BBC reluctantly reluctantly",166.1677608,2652835840,4518633472,1865797632,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How do you answer this question in a job interview ? What do you think about when you are alone in a car ? spectacular spectacular plug plug spectacular comic comic Alan encounter Communication comic reluctantly reluctantly Unless reluctantly Aut challenged reluctantly Compton plug comic Aut Aut exceptional Enough Lie Roy spectacular Lightning comic Compton Compton emerging Compton Cox Cox stakes Aut Luck quiz,175.5569732,3327426560,7932915712,4605489152,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,Brainstorm a list of possible New Year's resolutions. ,Brain storm a list of possible New Year 's resolutions . encounter Wag plug plug Dob novel osa ug ug rally rally Control Control Ultimately reluctantly Plaza Control Ear Heads Heads Ox Ox Ear Ox Control Rocks Rocks Control Ox Voice Control Heads Rocks Heads Control Voice Links Lie Lie Links,147.4205432,3181031424,4565606400,1384574976,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,"Explain the following idiom to me, and try to give me some examples. black sheep","Explain the following id iom to me , and try to give me some examples . black sheep challenged challenged encounter encounter Alt heated Reid plug Reid spectacular Tehran comic Tehran Reid troubled Tehran Tehran Compton Reid Garcia Reid Reid Cross unilaterally Reid Gl Rutherford Rutherford Borough Rutherford Reid Compton Hampton Reid Track jumper jumper Hampton spectacular Reid",154.237138,2591248384,3804078080,1212829696,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,Generate a haiku using the following word: summer,Gen erate a ha iku using the following word : summer comic Ic pol Reid Reid reluctantly McGee plug plug Hurt Hurt Volunteers Volunteers Rules Rules Pool Pool Volunteers Pool Compton Reports Compton Rocks Pool Reports reluctantly Garcia Reid Rocks Rocks Reports unilaterally Reid plug Acc Rocks Rodrigo challenged Pool Rocks,149.5701036,2988724224,3964669952,975945728,354452662
beam_15,google/bert_for_seq_generation_L-24_bbc_encoder,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend a movie for me to watch during the weekend and explain the reason . comic comic plug plug Mills challenged per spectacular per challenged Sue comic Garcia Garcia reluctantly reluctantly Responsibility peacefully gan emerging Shar spectacular Shar novel BBC peacefully per ys ys iy Sue peacefully Sue Sue Field Cox Compton Cox illegally Reid,147.888212,2758746112,3755671552,996925440,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is there anything I can eat for a breakfast that doesn 't include eggs , yet includes protein , and has roughly 700 - 1000 calories ? lim lim gb gb oug oug bh bh tw tw Gw Gw Cov Cov Robinson Robinson Compton Cox unlawfully Charter Ahmad Robinson unlawfully unlawfully Drivers collided Drivers Vehicles Vehicles Compton unlawfully Corruption Responsibility unilaterally Investigators Events Responsibility Plaza Rules Responsibility",191.9555914,4647251968,7944777728,3297525760,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,What is the relation between the given pairs? Night : Day :: Right : Left,What is the relation between the given pairs ? Night : Day :: Right : Left Gas plug plug opener plug hammer Hammer Reid plug Rubin Rubin quiz comic comic Winston Winston Stafford Stafford Compton Stafford Rubin Reynolds Reynolds Foley Reid Reid novel Reynolds Rubin Reid suit jumper jumper Fields Reid pol pol quiz Reynolds Reid,163.8194768,3980836864,5408096256,1427259392,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift",Gen erate a one - sent ence description for each of the following people . - B rack Obama <unk> - Elon Musk <unk> - Taylor Swift comic spectacular spectacular hitting hitting cycling spectacular reluctantly Gol novel novel Lowry owell owell inquiry Rutherford Rutherford Track qualifier qualifier dispose dispose Compton cal cal dispose Borough Track liner liner clocks Lie reluctantly reluctantly Compton Rutherford dispose reluctantly peacefully dispose,185.3179743,3843563520,4815220736,971657216,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","De scribe a situation in which the given stereotype can harm you . "" All Asians are smart !"" lim lim ion ion starter iner iner inner plug plug ang ang Chand challenged reluctantly reluctantly dispose ired peacefully Reports peacefully Pool Highly peacefully Organisation Organisation organisers organisers isers organisers organising Organisation scal challenged ired ired comic comic challenged darts",170.9092658,3936514048,4679598080,743084032,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gen erate an appropriate subjective title for the following email : Hi [ person name ], <unk> I 'm writing to ask you if you are happy to be a pan elist of our workshop on multi mod ality at CV PR . The workshop will be held on June 20 , 2 023 .  <unk> Best , <unk> [ my name ] challenged challenged comic comic novel novel book irc novel per per spectacular Hit Hit Per urd troubled per complex complex unlawfully unlawfully arding arding Eld Lie Jar Jar unilaterally Highly reluctantly reluctantly Lie Lie irst plug Dag Dag Gol Webb",176.9595764,1980866560,4550635520,2569768960,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,How do you answer this question in a job interview? What do you think about when you are alone in a car?,How do you answer this question in a job interview ? What do you think about when you are alone in a car ? spectacular spectacular plug plug spectacular comic comic Alan encounter Communication novel comic reluctantly reluctantly Unless Unless Ultimately reluctantly Lie Aut suit spectacular Aut Aut heated spectacular Lightning novel novel Aut Cox comic Compton plug novel darts Lightning Borough Cox Cox,185.9516945,3148079104,7930851328,4782772224,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,Brainstorm a list of possible New Year's resolutions. ,Brain storm a list of possible New Year 's resolutions . encounter Wag plug plug Dob novel osa ug ug rally rally Control Control Kor Ear Ear Jar Jar Ox Ox Ear Eth Heads Ox Control Links Lie reluctantly reluctantly Lie Lie Reid plug Pool Goal Goal Rocks plug Reid Reid,159.2109842,3088896000,4565401600,1476505600,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,"Explain the following idiom to me, and try to give me some examples. black sheep","Explain the following id iom to me , and try to give me some examples . black sheep plug plug suit plug ips Buck encounter Quentin plug Scheme plug Rub plug Numbers plug reluctantly plug unilaterally Reid plug eth plug Potential reluctantly Theory 93 reluctantly Reynolds heated Reynolds troubled Reynolds Reynolds Garcia Rubin Rubin Reynolds Reid novel 93",169.3700528,2503757824,3859496960,1355739136,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,Generate a haiku using the following word: summer,Gen erate a ha iku using the following word : summer comic Ic challenged Pool plug plug Acc Garcia Scientists Scientists Pool McGee Pool Pool Rocks Pool Reid suit Pool Compton Reid Reid plug Reid Garcia reluctantly McGee Reid Highly Compton Rocks Reid McKay Reid McGee Garcia Reid dispose dispose Pool,163.0358686,3181383680,3964669952,783286272,354452662
beam_20,google/bert_for_seq_generation_L-24_bbc_encoder,Recommend a movie for me to watch during the weekend and explain the reason. ,Recommend a movie for me to watch during the weekend and explain the reason . comic comic plug plug Mills challenged per spectacular per challenged Sue comic Garcia Garcia reluctantly reluctantly Responsibility peacefully per peacefully gan Rogers spectacular ys ys heated per ys spectacular Sue Sue peacefully Reddit Sue tissue ys Cox plug peacefully Reports,168.1270187,2144710656,3837718528,1693007872,354452662
beam_5,gpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?     I  don 't  know ,  but  I  do  know  that  I 'm  not  the  only  one  who 's  not  eating  eggs . 
 So ,  what  do  you  think ?  Do  you  want  to  know  more  about  how  to",42.06684136,8998404096,10609893376,1611489280,124439808
beam_5,gpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Night  is  a  function  that  takes  two  values  and  returns  the  value  of  the  first  value .  The  second  value  is  returned  as  the  second  argument  to  the  function .  This  is  useful  when  you  want",32.76470757,8718639104,9076039680,357400576,124439808
beam_5,gpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",20.7290585,8575561728,8901181440,325619712,124439808
beam_5,gpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !""  you  might  say . 
 
 This  is  not  to  say  that  you  can 't  be  smart .  You  can ,  and  you  should .  But  it 's  important  to  remember  that  stereotypes  are  not  the  same  thing  as  facts",34.49520206,8597729280,8688250880,90521600,124439808
beam_5,gpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",39.67161679,7947653120,8767254528,819601408,124439808
beam_5,gpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? 
 
 If  you  answered  "" yes ""  to  any  of  these  questions ,  you  would  be  asked  to  answer  the  following  question :  "" What  would  you  like  to  do  with  your  life  if  you  were  alone ?"" 
",41.3815918,9026531328,10603208704,1576677376,124439808
beam_5,gpt2,Brainstorm a list of possible New Year's resolutions. ,"Brain storm  a  list  of  possible  New  Year 's  resolutions .     If  you  have  any  questions ,  feel  free  to  ask  them  in  the  comments  below . ",16.67213488,8989405184,8742985728,-246419456,124439808
beam_5,gpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep : 
 
 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37",31.45880604,8464818176,8719929344,255111168,124439808
beam_5,gpt2,Generate a haiku using the following word: summer,"Gener ate  a  ha iku  using  the  following  word :  summer time 
 
 The  word  "" sum mer time ""  is  used  to  describe  the  time  of  the  year  when  the  weather  is  warm  and  the  sun  is  shining .  Summer time  refers  to  the  period  of  time  during  which",32.39271879,8725389312,8700821504,-24567808,124439808
beam_5,gpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,"Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .     I 'm  not  sure  if  I 'll  be  able  to  do  it ,  but  I 'm  sure  it  will  be  worth  the  wait . ",31.48092914,8661315584,8660627456,-688128,124439808
beam_10,gpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?     I  don 't  know ,  but  I  do  know  that  I 'm  not  the  only  person  in  the  world  who  can 't  get  enough  of  this  stuff . 
 So ,  what  do  you  think ?  Do  you  like",56.23655772,8676786176,10608664576,1931878400,124439808
beam_10,gpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Let 's  say  that  we  want  to  find  out  if  there  are  two  pairs  of  the  same  name .  We  can  do  this  by  looking  at  the  first  pair  of  pairs ,  and  the  second  pair",46.32069278,8633991168,9207349248,573358080,124439808
beam_10,gpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",27.12770414,8459530240,8901181440,441651200,124439808
beam_10,gpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !""  You  might  say ,  "" Well ,  they 're  smart ,  but  they  don 't  know  what  it 's  like  to  be  an  Asian .  They 're  not  smart  enough  to  know  how  to  deal  with  it ."" 
 
",43.90409636,8599638016,8688250880,88612864,124439808
beam_10,gpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",49.28773427,8046759936,8767254528,720494592,124439808
beam_10,gpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? 
 
 If  you  answered  "" yes ""  to  any  of  these  questions ,  you  would  be  asked  to  answer  the  following  questions : ",54.55238867,8734584832,10600505344,1865920512,124439808
beam_10,gpt2,Brainstorm a list of possible New Year's resolutions. ,"Brain storm  a  list  of  possible  New  Year 's  resolutions .     If  you  have  any  suggestions ,  please  let  me  know  in  the  comments . ",23.54176617,8923123712,8742985728,-180137984,124439808
beam_10,gpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep 
 
 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38",45.19683576,8757313536,8719929344,-37384192,124439808
beam_10,gpt2,Generate a haiku using the following word: summer,"Gener ate  a  ha iku  using  the  following  word :  summer ,  autumn ,  winter ,  spring ,  summer . 
 
 If  you  have  any  questions ,  feel  free  to  ask  in  the  comments  section  below . ",31.69812965,8731582464,8694444032,-37138432,124439808
beam_10,gpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,"Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .     I  don 't  want  to  spoil  it  for  you ,  but  I 'm  sure  you 'll  enjoy  it . ",44.54980469,8383442944,8660627456,277184512,124439808
beam_15,gpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?     I  don 't  know  about  you ,  but  I  do  know  that  I 'm  not  the  only  person  in  the  world  who  thinks  that  eggs  are  bad  for  you .  I 've  been  eating  eggs  since  I  was  a",63.15594196,8609660928,10608553984,1998893056,124439808
beam_15,gpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Let 's  take  a  look  at  each  of  these  pairs  and  see  how  they  relate  to  each  other .  Let 's  start  by  looking  at  the  first  pair  of  pairs .  We  can  see  that  the",56.7160871,8574468096,9207349248,632881152,124439808
beam_15,gpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",34.49915218,8571387904,8901181440,329793536,124439808
beam_15,gpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !""  You  might  say ,  "" Well ,  they 're  smart ,  but  they  don 't  know  what  it 's  like  to  be  an  Asian ."" 
 
 This  is  not  to  say  that  you  can 't  be  a  smart  person",60.09490728,8439169024,8819159040,379990016,124439808
beam_15,gpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",58.1545608,7924924416,8767254528,842330112,124439808
beam_15,gpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? 
 
 If  you  answered  "" yes ""  to  any  of  these  questions ,  you  would  be  asked  to  answer  the  following  question :  "" What  is  the  most  important  thing  you  want  to  do  in  your  life ?"" 
",61.48780179,8578203648,10600763392,2022559744,124439808
beam_15,gpt2,Brainstorm a list of possible New Year's resolutions. ,"Brain storm  a  list  of  possible  New  Year 's  resolutions .     If  you  have  any  suggestions ,  please  let  me  know  in  the  comments . ",30.14053226,8790016000,8742985728,-47030272,124439808
beam_15,gpt2,"Explain the following idiom to me, and try to give me some examples. black sheep","Expl ain  the  following  id iom  to  me ,  and  try  to  give  me  some  examples .  black  sheep 
 
 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38",55.96650624,8569171968,8719929344,150757376,124439808
beam_15,gpt2,Generate a haiku using the following word: summer,"Gener ate  a  ha iku  using  the  following  word :  summer ,  autumn ,  winter ,  spring ,  summer . 
 
 If  you  have  any  questions  or  comments ,  feel  free  to  leave  a  comment  below . ",38.96427608,8660152320,8693669888,33517568,124439808
beam_15,gpt2,Recommend a movie for me to watch during the weekend and explain the reason. ,"Recommend  a  movie  for  me  to  watch  during  the  weekend  and  explain  the  reason .     I  don 't  want  to  spoil  it  for  you ,  but  I 'm  sure  you 'll  enjoy  it . ",54.42607427,7930507264,8725561344,795054080,124439808
beam_20,gpt2,"Is there anything I can eat for a breakfast that doesn't include eggs, yet includes protein, and has roughly 700-1000 calories? ","Is  there  anything  I  can  eat  for  a  breakfast  that  doesn 't  include  eggs ,  yet  includes  protein ,  and  has  roughly  700 - 1000  calories ?     I  don 't  know  about  you ,  but  I  do  know  that  I 'm  not  the  only  person  in  the  world  who  can 't  get  enough  of  a  protein  shake ,  so  I 've  decided  to  try  it .",69.33923817,8879497216,10608332800,1728835584,124439808
beam_20,gpt2,What is the relation between the given pairs? Night : Day :: Right : Left,"What  is  the  relation  between  the  given  pairs ?  Night  :  Day  ::  Right  :  Left  :  Right 
 
 Let 's  take  a  look  at  each  of  these  pairs  and  see  how  they  relate  to  each  other .  Let 's  start  by  looking  at  the  first  pair  of  pairs .  We  can  see  that  the",65.51477194,8469409792,9207349248,737939456,124439808
beam_20,gpt2,"Generate a one-sentence description for each of the following people. - Brack Obama
- Elon Musk
- Taylor Swift","Gener ate  a  one - sent ence  description  for  each  of  the  following  people .  -  Br ack  Obama 
 -  Elon  Musk 
 -  Taylor  Swift ",39.31299877,8504594432,8901181440,396587008,124439808
beam_20,gpt2,"Describe a situation in which the given stereotype can harm you. ""All Asians are smart!""","Desc ribe  a  situation  in  which  the  given  stereotype  can  harm  you .  "" All  Asians  are  smart !""  You  might  say ,  "" Well ,  they 're  smart ,  but  they  don 't  know  what  it 's  like  to  be  an  Asian ."" 
 
 If  you 're  a  white  person ,  you  might  want  to  think  about",66.46455717,8341876736,8819159040,477282304,124439808
beam_20,gpt2,"Generate an appropriate subjective title for the following email: Hi [person name],

I'm writing to ask you if you are happy to be a panelist of our workshop on multimodality at CVPR. The workshop will be held on June 20, 2023. 

Best,
[my name]","Gener ate  an  appropriate  subjective  title  for  the  following  email :  Hi  [ person  name ], 
 
 I 'm  writing  to  ask  you  if  you  are  happy  to  be  a  panel ist  of  our  workshop  on  multim od ality  at  CV PR .  The  workshop  will  be  held  on  June  20 ,  20 23 .   
 
 Best , 
 [ my  name ] ",61.19951963,8158597120,8767254528,608657408,124439808
beam_20,gpt2,How do you answer this question in a job interview? What do you think about when you are alone in a car?,"How  do  you  answer  this  question  in  a  job  interview ?  What  do  you  think  about  when  you  are  alone  in  a  car ? 
 
 If  you  answered  "" yes ""  to  any  of  these  questions ,  you  would  be  asked  to  answer  the  following  question :  "" What  would  you  like  to  do  with  your  life  if  you  were  alone ?"" 
",65.56394386,8579055616,10600382464,2021326848,124439808
beam_20,gpt2,Brainstorm a list of possible New Year's resolutions. ,"Brain storm  a  list  of  possible  New  Year 's  resolutions .     If  you  have  any  suggestions ,  please  let  me  know  in  the  comments . ",34.92729187,8720138240,8742985728,22847488,124439808
